ID	Name	metabID
MAR11743	(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid	MAM03657
MAR11748	Trans-Delta-2-Heptadecanoic Acid	MAM03682
MAR11751	Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid	MAM03568
MAR11755	5,8,11,14,17-Eicosapentenoic Acid	MAM03283
MAR11818	isobutyrylglycine	MAM02181
MAR11821	N-acetyl-L-cysteine	MAM02534
MAR11823	4-coumarate	MAM00981
MAR11827	succinate semialdehyde	MAM02942
MAR11830	15(R)-HEPE	MAM00373
MAR11833	ecgonine-methyl ester	MAM01767
MAR11836	12-hydroxy-arachidonate	MAM00324
MAR11839	18-hydroxy-arachidonate	MAM00428
MAR11842	squalene	MAM02933
MAR11847	5-guanidino-2-oxopentanoate	MAM01101
MAR11848	4-androstene-3,17-dione	MAM00971
MAR11850	dehydroepiandrosterone	MAM01660
MAR11852	16alpha-hydroxydehydroepiandrosterone	MAM00399
MAR11855	5alpha-androstane-3,17-dione	MAM01064
MAR11856	5alpha-androstane-3alpha,17beta-diol	MAM01065
MAR11858	estrone	MAM01790
MAR11860	2-hydroxyestrone	MAM00650
MAR11861	2-hydroxyestradiol-17beta	MAM00649
MAR11862	2-methoxyestrone	MAM00660
MAR11863	2-methoxyestradiol-17beta	MAM00659
MAR11864	21-hydroxyallopregnanolone	MAM00604
MAR11865	11-deoxycortisol	MAM00295
MAR11866	11-deoxycorticosterone	MAM00294
MAR11867	pregnenolone	MAM02763
MAR11868	allopregnanolone	MAM01314
MAR11869	17alpha-hydroxyprogesterone	MAM00409
MAR11870	17alpha-hydroxypregnenolone	MAM00408
MAR11871	5alpha-pregnane-3,20-dione	MAM01072
MAR11874	cholesterol-ester-palm	MAM01504
MAR11875	pregnenolone sulfate	MAM02762
MAR11876	17alpha-hydroxypregnenolone sulfate	MAM00407
MAR11879	24-hydroxycholesterol	MAM00610
MAR11881	26-hydroxycholesterol	MAM00623
MAR11884	25-hydroxycholesterol	MAM00619
MAR11887	desmosterol	MAM01675
MAR11889	cholesterol-sulfate	MAM01512
MAR11891	3-iodo-L-tyrosine	MAM00807
MAR11893	3,5-diiodo-L-tyrosine	MAM00739
MAR11895	13-cis-retinoate	MAM00350
MAR11897	9-cis-retinoate	MAM01231
MAR11901	2,5-dihydroxybenzoate	MAM00576
MAR11902	3,4-dihydroxymandelate	MAM00727
MAR11904	formyl-N-acetyl-5-methoxykynurenamine	MAM01839
MAR11906	peroxynitrite	MAM02714
MAR11907	(18R)-HEPE	MAM00028
MAR11908	5(S)-HEPE	MAM01039
MAR11909	5,15-DiHETE	MAM01050
MAR11910	15-deoxy-prostaglandin J2	MAM00385
MAR11911	11-dehydro-thromboxane B2	MAM00293
MAR11912	4-hydroxy-2-nonenal	MAM00988
MAR11914	homocysteine-thiolactone	MAM02134
MAR11916	gamma-glutamyl-cysteine	MAM01927
MAR11917	N8-acetylspermidine	MAM02518
MAR11918	5-methoxytryptophol	MAM01113
MAR11920	melatonin	MAM02460
MAR11922	6-hydroxymelatonin	MAM01161
MAR11923	tryptamine	MAM03088
MAR11925	picolinic acid	MAM02752
MAR11926	N-methylsalsolinol	MAM02603
MAR11927	salsolinol	MAM02875
MAR11929	uroporphyrin I	MAM03125
MAR11930	N-methylhistamine	MAM02601
MAR11932	porphobilinogen	MAM02756
MAR11933	1,3-diaminopropane	MAM00248
MAR11934	methylamine	MAM02473
MAR11936	propane-1,2-diol	MAM02771
MAR11938	S-adenosylmethioninamine	MAM02870
MAR11940	L-xylulose	MAM02425
MAR11942	D-xylulose	MAM01759
MAR11945	malonic-dialdehyde	MAM02441
MAR11947	sphingosine	MAM02929
MAR11949	hexadecenoylcarnitine(9)	MAM02117
MAR11951	imidazole-4-acetate	MAM02166
MAR11952	5-hydroxytryptophol	MAM01110
MAR11953	5,10-methylene-THF	MAM01045
MAR11954	protoporphyrin	MAM02803
MAR11956	aminoacetone	MAM01332
MAR11957	quinonoid dihydrobiopterin	MAM02823
MAR11959	sphinganine	MAM02927
MAR11961	selenomethionine	MAM02891
MAR11962	N1-acetylspermidine	MAM02503
MAR11965	calcitriol	MAM01417
MAR11967	pristanic acid	MAM02766
MAR11969	12,13-hydroxyoctadec-9(z)-enoate	MAM00314
MAR11971	9,10-hydroxyoctadec-12(Z)-enoate	MAM01220
MAR11974	fructose-1,6-bisphosphate	MAM01841
MAR11975	cocaine	MAM01601
MAR11978	5-amino-2-oxopentanoic acid	MAM01073
MAR11987	apoB100	MAM01351
MAR11990	apoC1	MAM01353
MAR11993	apoC2	MAM01354
MAR11996	apoC3	MAM01355
MAR11999	apoE	MAM01359
MAR12007	Dopamine 4-O-Sulphate	MAM03565
MAR12009	Dopamine-4-O-Glucuronide	MAM03564
MAR12011	Dopamine-3-O-Glucuronide	MAM03563
MAR12026	4-S-Glutathionyl-5,6-Dihydroxyindoline	MAM03270
MAR12028	5-S-Cysteinyldopamine	MAM03281
MAR12030	5-S-glutathionyl-dopamine	MAM01138
MAR12032	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	MAM01154
MAR12034	1,2-dehydrosalsolinol	MAM00231
MAR12042	GD3	MAM01947
MAR12043	glucosylceramide pool	MAM01972
MAR12044	GM3	MAM02015
MAR12104	CMP-N-acetylneuraminate	MAM01592
MAR12105	GD2	MAM01946
MAR12106	GD1a	MAM01941
MAR12114	3,4-Dihydroxyphenylethanol	MAM03197
MAR12127	PI pool	MAM02750
MAR12128	12(S)-HHT	MAM00308
MAR12129	5-S-glutathionyl-L-dopa	MAM01139
MAR12130	5-S-Cysteinylglycine Dopa	MAM03282
MAR12131	5-S-cysteinyldopa	MAM01134
MAR12132	Galactosyl Glucosyl Ceramide	MAM03586
MAR12133	GA1	MAM01904
MAR12136	Ganglioside Gm1	MAM03635
MAR12137	GM1b	MAM02010
MAR12138	GD1b	MAM01943
MAR12139	GT1b	MAM02030
MAR12141	NADH	MAM02553
MAR12199	3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	MAM03206
MAR12200	3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	MAM03207
MAR12201	3-dehydro-Deoxycholate	MAM03208
MAR12202	3-dehydro-Lithocholate	MAM03209
MAR12205	Cholic acid-24glucuronide, CA-24G	MAM03503
MAR12206	Cholic acid 3-sulfate	MAM03504
MAR12207	Chenodeoxycholic acid-24glucuronide, CDCA-24G	MAM03508
MAR12208	Chenodeoxycholic acid-3glucuronide, CDCA-3G	MAM03509
MAR12210	Deoxycholic acid-24glucuronide, CDA-24G	MAM03536
MAR12211	Deoxycholic acid-3glucuronide, CDA-3G	MAM03537
MAR12212	Deoxycholic acid 3-sulfate	MAM03538
MAR12213	Glycocholic acid 3-sulfate	MAM03587
MAR12214	Glycochenodeoxycholic acid 3-sulfate	MAM03588
MAR12215	Glycodeoxycholic acid 3-sulfate	MAM03589
MAR12216	Glycoursodeoxycholic acid 3-sulfate	MAM03637
MAR12217	Hyocholic acid-24glucuronide, HCA-24G	MAM03642
MAR12218	Hyocholic acid-6glucuronide, HCA-6G	MAM03643
MAR12219	Hyodeoxycholic acid-24glucuronide, HDCA-24G	MAM03644
MAR12220	Hyodeoxycholic acid-6glucuronide, HDCA-6G	MAM03645
MAR12221	Hyocholic acid; gamma-Muricholate	MAM03685
MAR12224	Lithocholic acid-24glucuronide, CDCA-24G	MAM03707
MAR12225	Lithocholic acid-3glucuronide, CDCA-3G	MAM03708
MAR12226	Lithocholic acid 3-sulfate	MAM03709
MAR12227	Taurocholic acid 3-sulfate	MAM03962
MAR12228	Taurochenodeoxycholic acid 3-sulfate	MAM03963
MAR12229	Taurodeoxycholic acid 3-sulfate	MAM03965
MAR12230	Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine	MAM03996
MAR12231	Tauroursodeoxycholic acid 3-sulfate	MAM04042
MAR12233	Ursodeoxycholic acid 3-sulfate	MAM04058
MAR12575	12-HT or M-VI, 12-hydroxy tacrolimus	MAM01817
MAR12576	13,31-O-Didesmethyl-tacrolimus	MAM01818
MAR12577	13-O-desmethyl tacrolimus, 13-DMT or M-I	MAM01875
MAR12578	1,4-Dihydroxy-midazolam	MAM01888
MAR12579	13,15-O-didesmethyl tacrolimus	MAM01889
MAR12580	15,31-O-Didesmethyl-tacrolimus	MAM01890
MAR12581	15-DMT or M-III, 15-O-desmethyl tacrolimus	MAM01891
MAR12582	1-hydroxy S-ibuprofen	MAM01894
MAR12583	1-hydroxy S-ibuprofen-glucuronide	MAM01901
MAR12584	1'-OH-midazolam-glucuronide	MAM01902
MAR12585	1'-OH-midazolam	MAM01903
MAR12586	2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid	MAM03177
MAR12587	2-hydroxy-atorvastatin-acyl-glucuronide	MAM03178
MAR12588	2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone	MAM03179
MAR12589	2-hydroxy-atorvastatin-lactone-glucuronide	MAM03180
MAR12590	2-hydroxy-R-ibuprofen	MAM03183
MAR12591	2-hydroxy-S-ibuprofen	MAM03184
MAR12592	2-hydroxy S-ibuprofen-glucuronide	MAM03185
MAR12593	31-DMT or M-II, 31-O-desmethyl tacrolimus	MAM03196
MAR12594	3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin	MAM03198
MAR12595	3',5'-dihydrodiol-simvastatin-lactone form	MAM03199
MAR12596	3-hydroxy R-ibuprofen	MAM03223
MAR12597	3-hydroxy S-ibuprofen	MAM03224
MAR12598	3-hydroxy S-ibuprofen-glucuronide	MAM03225
MAR12599	3''-hydroxy-lovastatin acid form	MAM03229
MAR12600	3'-S-hydroxy-pravastatin	MAM03235
MAR12601	3'-S-hydroxy-pravastatin-tetranor	MAM03237
MAR12602	3'-hydroxy-simvastatin-acid form	MAM03240
MAR12603	3-alpha-iso-pravastatin	MAM03241
MAR12604	3-hydroxy-acetaminophen	MAM03256
MAR12605	4-beta-OH-gliclazide	MAM03269
MAR12606	4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid	MAM03271
MAR12607	4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone	MAM03272
MAR12608	4-OH-midazolam-glucuronide	MAM03275
MAR12609	4-OH-midazolam	MAM03278
MAR12610	3-keto-5,6,-dihydroxy-pravastatin	MAM03279
MAR12611	5,6-epoxy-3-alpha-iso-pravastatin	MAM03280
MAR12612	5-hydroxy-fluvastatin	MAM03285
MAR12613	5-hydroxy-fluvastatin-glucuronide	MAM03286
MAR12614	6-alpha-OH-gliclazide	MAM03289
MAR12615	6-beta-OH-gliclazide	MAM03290
MAR12616	6-beta-OH-gliclazide-glucuronide	MAM03291
MAR12617	6'-beta-carboxy-simvastatin-acid form	MAM03293
MAR12618	6-epipravastatin	MAM03294
MAR12619	6'-beta-hydroxy-lovastatin lactone form	MAM03296
MAR12620	6'-beta-hydroxy-methyl-simvastatin-acid form	MAM03299
MAR12621	6'-beta-hydroxy simvastatin acid	MAM03301
MAR12622	6'-exomethylene-lovastatin-acid form	MAM03302
MAR12623	6'-exomethylene-lovastatin lactone form	MAM03303
MAR12624	6-hydroxy-fluvastatin	MAM03305
MAR12625	6-hydroxy-fluvastatin-glucuronide	MAM03306
MAR12626	7-alpha-OH-gliclazide	MAM03307
MAR12627	7-beta-OH-gliclazide	MAM03308
MAR12628	7-beta-OH-gliclazide-glucuronide	MAM03309
MAR12629	7-hydroxy-3-alpha-iso-pravastatin	MAM03312
MAR12630	acetaminophen/paracetamol	MAM03402
MAR12631	Acetaminophen glucuronide	MAM03403
MAR12632	acetaminophen-glutathione-conjugate	MAM03404
MAR12633	allopurinol	MAM03418
MAR12634	AM19 (cyclosporine)	MAM03420
MAR12635	AM1A4N (cyclosporine)	MAM03421
MAR12636	AM1Ac (cyclosporine)	MAM03422
MAR12637	AM1A (cyclosporine)	MAM03423
MAR12638	AM1AL (cyclosporine)	MAM03424
MAR12639	AM1c4N9 (cyclosporine)	MAM03425
MAR12640	AM1c9 (cyclosporine)	MAM03426
MAR12641	AM1c (cyclosporine)	MAM03427
MAR12642	AM1c-glucuronide (cyclosporine)	MAM03428
MAR12643	AM1 (cyclosporine)	MAM03429
MAR12644	AM4N9 (cyclosporine)	MAM03430
MAR12645	AM4N (cyclosporine)	MAM03431
MAR12646	AM9 (cyclosporine)	MAM03432
MAR12647	atorvastatin-acid	MAM03476
MAR12648	atorvastatin-lactone	MAM03479
MAR12649	R-carboxy ibuprofen	MAM03505
MAR12650	S-carboxy ibuprofen	MAM03506
MAR12651	S-carboxy ibuprofen glucuronide	MAM03507
MAR12652	carboxy-gliclazide	MAM03513
MAR12653	cerivastatin	MAM03514
MAR12654	cerivastatin-M1	MAM03515
MAR12655	cerivastatin-M23	MAM03517
MAR12656	cerivastatin-M24	MAM03518
MAR12657	cyclosporine	MAM03520
MAR12658	cyclosporine-sulphate	MAM03521
MAR12659	cysteine-conjugate-acetaminophen	MAM03526
MAR12660	deoxy-fluvastatin-dinor	MAM03546
MAR12661	N-desisopropyl-fluvastatin	MAM03547
MAR12662	dehydro-gliclazide	MAM03549
MAR12663	desacyl dehydro-pravastatin	MAM03566
MAR12664	31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus	MAM03572
MAR12665	fluvastatin	MAM03579
MAR12666	des-isopropyl-dihydro-fluvastatin-tetranor	MAM03582
MAR12667	des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide	MAM03583
MAR12668	glucuronide-conjugate of 3-methoxy-acetaminophen	MAM03594
MAR12669	Gliclazide	MAM03634
MAR12670	glucuronide-thiomethyl-acetaminophen conjugate	MAM03636
MAR12671	ibuprofen-R	MAM03686
MAR12672	ibuprofen-S	MAM03687
MAR12673	ibuprofen acyl glucuronide	MAM03690
MAR12674	3'-hydroxy-iso-delta-4',5'-hydroxy acid form of lovastatin	MAM03705
MAR12675	Losartan-E3174/ losartan-M6	MAM03728
MAR12676	Losartan	MAM03729
MAR12677	Losartan-N1-glucuronide	MAM03730
MAR12678	Losartan-M1	MAM03731
MAR12679	Losartan-M2	MAM03732
MAR12680	Losartan-M4 (glucuronide derivative)	MAM03733
MAR12681	Losartan-M5	MAM03734
MAR12682	Losartan-N2-glucuronide / Losartan-M7	MAM03735
MAR12683	lovastatin lactone form	MAM03736
MAR12684	Midazolam	MAM03756
MAR12685	Midazolam-glucuronide	MAM03757
MAR12686	acetaminophen-mercapturate-conjugate/N-acetyl-cysteine-acetaminophen	MAM03759
MAR12687	Methyl-hydroxy-gliclazide	MAM03770
MAR12688	N-desmethyl-rosuvastatin	MAM03780
MAR12689	acid metabolite of nifedipine	MAM03781
MAR12690	lactone form of nifedipine	MAM03782
MAR12691	Nitropyridine metabolite of nifedipine	MAM03783
MAR12692	hydroxy metabolite of nifedipine	MAM03784
MAR12693	oxypurinol	MAM03801
MAR12694	oxypurinol-1-riboside	MAM03799
MAR12695	oxypurinol-7-riboside	MAM03800
MAR12696	des-isoproylpropionic-acid-fluvastatin	MAM03892
MAR12697	pitavastatin	MAM03911
MAR12698	pitavastatin-lactone	MAM03913
MAR12699	pitavastatin-M3	MAM03915
MAR12700	pravastatin	MAM03916
MAR12701	pravastatin glucuronide	MAM03917
MAR12702	rosuvastatin	MAM03918
MAR12703	rosuvastatin-5S-lactone	MAM03920
MAR12704	sulphate-conjugate-3-methoxy-acetaminophen	MAM03921
MAR12705	simvastatin lactone form	MAM03934
MAR12706	simvastatin dihydroxy acid form	MAM03935
MAR12707	sulphate-conjugate of thiomethyl-acetaminophen	MAM03952
MAR12708	sulphate-conjugate-acetaminophen	MAM03958
MAR12709	Tacrolimus	MAM03959
MAR12710	taurine conjugate of S-ibuprofen	MAM03961
MAR12711	threo-isomer of fluvastain	MAM03985
MAR12712	trans-lactone-fluvastatin	MAM03998
MAR12713	Torasemide	MAM04000
MAR12714	Torasemide-M1	MAM04001
MAR12715	Torasemide-M3	MAM04002
MAR12716	Torasemide-M5	MAM04003
MAR12717	triol metabolite of pravastatin	MAM04007
MAR12718	thiomethyl-sulphoxide-acetaminophen-glucuronide	MAM04038
MAR12719	thiomethyl-sulphoxide-acetaminophen-sulphate	MAM04039
MAR12966	lovastatin-hydroxyacid form	MAM03737
MAR12977	pitavastatin-M13	MAM03914
MAR13030	1-alpha,25-dihydroxyvitamin D2	MAM00519
MAR13031	2-arachidonoylglycerol	MAM00635
MAR13032	TAG-chylomicron pool	MAM02956
MAR13033	1,2-diacylglycerol-chylomicron pool	MAM00234
MAR13034	fatty acid-chylomicron pool	MAM01807
MAR13035	1-acylglycerol-chylomicron pool	MAM00503
MAR13036	1,2-diacylglycerol-VLDL pool	MAM00241
MAR13037	fatty acid-VLDL pool	MAM01820
MAR13038	1-acylglycerol-VLDL pool	MAM00510
MAR13039	fatty acid-uptake pool	MAM01819
MAR13040	(10Z)-heptadecenoic acid	MAM00003
MAR13041	(11Z,14Z)-eicosadienoic acid	MAM00008
MAR13042	(11Z,14Z,17Z)-eicosatrienoic acid	MAM00010
MAR13043	(13Z)-eicosenoic acid	MAM00017
MAR13044	(13Z)-octadecenoic acid	MAM00019
MAR13045	(13Z,16Z)-docosadienoic acid	MAM00021
MAR13046	(7Z)-octadecenoic acid	MAM00115
MAR13047	(7Z)-tetradecenoic acid	MAM00117
MAR13048	10,13,16,19-docosatetraenoic acid	MAM00260
MAR13049	10,13,16-docosatriynoic acid	MAM00265
MAR13050	12,15,18,21-tetracosatetraenoic acid	MAM00315
MAR13051	13,16,19-docosatrienoic acid	MAM00341
MAR13052	7-palmitoleic acid	MAM01197
MAR13053	8,11-eicosadienoic acid	MAM01207
MAR13054	9-eicosenoic acid	MAM01235
MAR13055	9-heptadecylenic acid	MAM01238
MAR13056	cis-cetoleic acid	MAM01582
MAR13057	henicosanoic acid	MAM02053
MAR13058	mead acid	MAM02457
MAR13059	nonadecylic acid	MAM02613
MAR13060	physeteric acid	MAM02745
MAR13061	tricosanoic acid	MAM03045
MAR13062	tridecylic acid	MAM03051
MAR13063	ximenic acid	MAM03153
MAR13065	bile-PC pool	MAM01395
MAR13066	carbonate	MAM01421
MAR13067	retinyl palmitate	MAM02837
MAR10024	biomass	MAM03971
MAR10025	20-hydroxy-arachidonate	MAM00591
MAR10026	chenodiol	MAM01435
MAR10027	LacCer pool	MAM02328
MAR10029	steroids	MAM10001
MAR10030	xenobiotics	MAM10002
MAR10031	arachidonate derivatives	MAM10003
MAR10047	1,2-diacylglycerol-LD-PC pool	MAM00235
MAR10060	N-formyl-L-glutamate	MAM10011
MAR10077	dehydrocholic acid	MAM10023
MAR10081	omega-muricholic acid	MAM10025
MAR10083	taurohyocholic acid	MAM10026
MAR10084	glycohyocholic acid	MAM10027
MAR10085	glycohyodeoxycholic acid	MAM10028
MAR10086	glycodehydrocholic acid	MAM10029
MAR10087	hyocholic acid	MAM10030
MAR10088	tauro-omega-muricholic acid	MAM10031
MAR10091	taurodehydrocholic acid	MAM10034
MAR10132	tauro-hyodeoxycholic acid	MAM10041
